"User Id",Name,Username,"Twitter Joined Date (UTC)","Verified or Non-Verified",Bio,Location,Website,"Tweets Count","Following Count","Followers Count","Lists Count","Likes Count","Profile URL","Profile Picture URL","Protected or Not Protected","Last Tweet Date (UTC)"
"""226222147""","Pete Buttigieg",PeteButtigieg,"2010-12-13 16:49:04",Verified,"""Running for president of the United States. Afghanistan vet, musician, businessman, husband to Chasten, and South Bend's &quot;Mayor Pete.&quot; (BOOT-edge-edge)""","South Bend, Indiana",https://t.co/Uo3I216zgj,9406,2576,1382083,5454,1046,https://twitter.com/PeteButtigieg,https://pbs.twimg.com/profile_images/1117312669546164224/k2cPXvek_normal.png,"Not Protected","2019-08-22 02:39:09"
"""16129920""","Rachel Maddow MSNBC",maddow,"2008-09-04 15:02:12",Verified,"""I see political people...
(Retweets do not imply endorsement.)""","New York, NY USA",http://t.co/KtNvfeNDMl,10653,3330,9669573,48773,5,https://twitter.com/maddow,https://pbs.twimg.com/profile_images/59437078/icon-200x200_normal.jpg,"Not Protected","2019-08-22 04:42:17"
"""149763""","Sriram Krishnan",sriramk,"2006-12-22 06:29:50",Verified,"""Product @Twitter. Previously FB/Snap/MSFT. 👨‍👩‍👧 @aarthir and @indraoliviaram. Love 🎥 👟 🎮🖥🏀🏏🔬📚 . Write at https://t.co/fXlTXenuLZ.""","San Francisco",https://t.co/fXlTXenuLZ,5437,1221,25875,674,62859,https://twitter.com/sriramk,https://pbs.twimg.com/profile_images/1095519365150076929/rlcY3w0e_normal.jpg,"Not Protected","2019-08-22 02:54:25"
"""452507479""","Rick Rubin",RickRubin,"2012-01-01 23:03:16",Verified,"""music enthusiast""",,https://t.co/75XPyx3Iw2,2,207,101683,581,0,https://twitter.com/RickRubin,https://pbs.twimg.com/profile_images/427272823074082816/D8v7Fwy-_normal.jpeg,"Not Protected","2019-08-21 16:13:50"
"""1245320090""","eric curtin",dubstep4dads,"2013-03-06 05:18:15",Verified,"""follow my personal acct: @_ericcurtin""","Los Angeles, CA",https://t.co/ovczKQhyGc,17210,1985,381386,2546,78144,https://twitter.com/dubstep4dads,https://pbs.twimg.com/profile_images/3737013477/8a3fed4bd60ab1d4fdfcd4a0fb38a8d5_normal.gif,"Not Protected","2019-08-21 00:41:43"
"""307434638""","A.P. Joyce",AndrewPaulJoyce,"2011-05-29 16:43:14",Verified,"""Producer @msnbc. Bylines elsewhere. NY-based Idaho native. Time Magazine “person of the year,” 2006. tips to andrew [dot] joyce [at] nbcuni [dot] com.""","Brooklyn, NY",,8253,2230,3134,70,7697,https://twitter.com/AndrewPaulJoyce,https://pbs.twimg.com/profile_images/1002160463445184517/XlQWKAuE_normal.jpg,"Not Protected","2019-08-22 01:17:08"
"""1093262898976022529""","Jeremiah Lloyd Harmon",jlloydharmon,"2019-02-06 21:39:21",Verified,"""🖤Jer""","Baltimore, MD",https://t.co/enJbOMzYZX,116,40,25986,45,347,https://twitter.com/jlloydharmon,https://pbs.twimg.com/profile_images/1143532969904287744/lMcxe5XR_normal.jpg,"Not Protected","2019-08-09 17:33:36"
"""568545739""","Doja Cat",DojaCat,"2012-05-01 21:14:18",Verified,"""inquiry: dojamgmt@thepropelr.com""","Los Angeles, CA",https://t.co/rNqTyEqjr9,135,3,188778,307,9008,https://twitter.com/DojaCat,https://pbs.twimg.com/profile_images/1162386986541314048/v2IALbMK_normal.jpg,"Not Protected","2019-08-16 18:36:49"
"""916718038585610242""","Maddie Poppe",MaddiePoppe,"2017-10-07 17:33:06",Verified,"""Season 16 Winner of American Idol on ABC. Not superstitious, but a little stitious. “Made You Miss” out now! New album Whirlwind out now!!🌪""","Iowa, USA",https://t.co/lcpscshqQf,4337,299,95210,129,11844,https://twitter.com/MaddiePoppe,https://pbs.twimg.com/profile_images/1111480075067817985/hsUQOO3F_normal.jpg,"Not Protected","2019-08-22 00:01:47"
"""965266179836252161""","Emma González",Emma4Change,"2018-02-18 16:46:05",Verified,"""Change ? in my country ? it's more likely than you think.""",,https://t.co/R7UmJcihPj,3127,258,1643403,3920,4522,https://twitter.com/Emma4Change,https://pbs.twimg.com/profile_images/1158464026944442369/bswQydf2_normal.jpg,"Not Protected","2019-08-21 20:31:37"
"""48289662""","Oxford University",UniofOxford,"2009-06-18 08:28:28",Verified,"""Official Twitter account for the University of Oxford, one of the world's leading universities.""","Oxford, UK",http://t.co/JI4HOdo6ce,16429,1139,535499,4690,9791,https://twitter.com/UniofOxford,https://pbs.twimg.com/profile_images/1055770897091649536/1qDq-m41_normal.jpg,"Not Protected","2019-08-22 09:00:22"
"""52551600""","Jim Carrey",JimCarrey,"2009-06-30 22:58:44",Verified,"""The ONLY official social media account for Actor Jim Carrey!""","Los Angeles",,4499,1,18441516,58096,8,https://twitter.com/JimCarrey,https://pbs.twimg.com/profile_images/597780536300478465/CcXer0_P_normal.jpg,"Not Protected","2019-08-19 20:56:45"
"""62988756""","American Idol",AmericanIdol,"2009-08-05 01:16:29",Verified,"""#AmericanIdol auditions are now OPEN! Sign up at the link below!""",,https://t.co/AoqMCcrdbs,86971,5598,2037771,6288,39585,https://twitter.com/AmericanIdol,https://pbs.twimg.com/profile_images/1091080477782421504/qP2KYEiv_normal.jpg,"Not Protected","2019-08-21 21:34:48"
"""17074714""","Luke Bryan",LukeBryanOnline,"2008-10-30 21:14:38",Verified,"""#SunsetRepeatTour &amp; #FarmTour2019 tickets on sale NOW.  #KnockinBoots is available everywhere.""","Nashville, TN",https://t.co/Bl2zdoPFsY,5876,11245,9693935,6459,2735,https://twitter.com/LukeBryanOnline,https://pbs.twimg.com/profile_images/1082336440271413248/OJxGZBBv_normal.jpg,"Not Protected","2019-08-21 19:03:31"
"""188370588""","Alice Walker Film",alicewalkerfilm,"2010-09-08 15:35:53",Non-Verified,"""Watch award winning feature documentary Alice Walker: Beauty In Truth by Pratibha Parmar. https://t.co/2OwlxkHlQ5""",,http://t.co/XFnDO0SdRw,8489,1753,8933,227,45,https://twitter.com/alicewalkerfilm,https://pbs.twimg.com/profile_images/3295886671/5d417633e9682cca0868a9c0fb4368d9_normal.jpeg,"Not Protected","2019-08-21 18:48:47"
"""43192807""",Pixar,Pixar,"2009-05-28 20:47:33",Verified,"""The official Twitter for Pixar.""","Emeryville, CA",https://t.co/Njy5SsIvbH,7519,149,11516490,25402,55,https://twitter.com/Pixar,https://pbs.twimg.com/profile_images/884528226630086657/LNt9G3HJ_normal.jpg,"Not Protected","2019-08-22 00:57:03"
"""14982804""","Ava DuVernay",ava,"2008-06-02 17:53:54",Verified,"""Mom of 10: When They See Us, Wrinkle in Time, Queen Sugar, 13th, Selma, Middle of Nowhere, Venus VS, I Will Follow, My Mic Sounds Nice, This is The Life. xo""","Fourth World",https://t.co/UOD1aQV0xC,41882,12838,2239188,5615,157376,https://twitter.com/ava,https://pbs.twimg.com/profile_images/1152474246347546624/GZvz1VgD_normal.jpg,"Not Protected","2019-08-22 06:25:11"
"""48269483""","Gloria Steinem",GloriaSteinem,"2009-06-18 06:29:26",Verified,"""Gloria Steinem, author and feminist activist. http://t.co/AijqlApzCk""","New York, NY",,724,152,332513,4239,55,https://twitter.com/GloriaSteinem,https://pbs.twimg.com/profile_images/659029990579699712/rPGzpUyz_normal.jpg,"Not Protected","2019-08-17 14:28:39"
